Title,initial
"Show that $S=\{\frac{p}{2^i}: p\in\Bbb Z, i \in \Bbb N \}$ is dense in $\Bbb R$.","2013"
"If $f$ is continuous on $[0,1]$ and if $\int_0 ^1 f(x) x^n dx = 0$ for $n=0,1,2,3,\cdots$; then prove or disprove $\int _0 ^1 f^2(x) dx = 0$","2014"
"$[a,b)$ not closed","2015"
"Continuity and lower bound","2014"
"Why is function y in Riemann steiltjes integral $\int xdy$ required to be monotonic?","2016"
"prove inequality through mean value theorem","2013"
"question concerning continuous and locally bound functions in relation to continuous almost everywhere","2013"
"Proving a point in $\mathbb{R}$ can be reached from within a dense subset of $\mathbb{R}$ 'from any direction'.","2012"
"Closed Subsets of Compact Spaces Using Subsequences Definition of Compactness","2014"
"Conditions on $f:[a,b]\to \mathbb{R}$ to ensure a finite number of crossings","2014"
"showing any norm on $\mathbb{R}^n$ is bounded by the standard norm","2015"
"Suppose $f(x,y)$ satisfies $|f(x,y_1)-f(x,y_2)|\leq \phi (|y_1-y_2|)$ where $\phi (0)=0$ and $\phi^{\prime}(0)=0$. Prove $f$ does not depend on $y$.","2016"
"Absolutely continuous functions. Prove a limit.","2013"
"question related to the implicit function theorem","2013"
"Show that the sequence $\{a_n \}$ converges to $\beta$","2012"
"differentiability and closed interval","2013"
"Proving there is no negative real number greater that all negative rational numbers","2015"
"Video Lectures that closely follow Rudin's Real Analysis/Royden's Real Analysis","2016"
"Prove that a Cauchy sequence of piecewise functions does not converge unde the $L_1$ norm.","2015"
"Hint MVT f(x)=f(0)","2013"
"Showing that the sum of these two closed subsets is a countable dense subset.","2015"
"Cauchy sequence question.","2015"
"How prove that $e^x=\sum_{k=0}^\infty \frac{x^k}{k!}$?","2015"
"Definition of $\limsup$ from Rudin RCA","2016"
"For $k$ and $l$ real constants, prove: (a) If $l \geq k+1$, $\int^\infty_0$ $e^{-x \frac{sin^k(x)}{x^l}}$ = +$\infty$","2015"
"How can I prove every Riemann sum of x^2 of [a,b] is the integral?","2015"
"Checking Uniform Convergence","2012"
"If $p(x) = x^3 + ax^2 + bx + c$ then $p:\mathbb{R} \rightarrow \mathbb{R}$ is a homeomorphism if and only if $a^2 \leq 3b$","2015"
"Is there any sequence of polynomials which converge to $|x|$ uniformly on $\mathbb{R}$","2015"
"Question about the definition of a function algebra separating points","2013"
"Show that $f_n=(1+\frac{x}{n})^n$ converge uniformly on all compact of $\mathbb R$.","2016"
"Applying the duality between infimum and supremum","2014"
"Matching red and blue points in the plane","2016"
"Let $f(x)$ be a differentiable function at $a$. Find $\lim \limits_{x\to a} \frac{a^nf(x)-x^nf(a)}{x-a}$.","2014"
"Given a differentiable function f, such that the derivative is bounded on some interval. Show f is uniformly continuous. Also, is the converse true?","2014"
"Summation of alternating series","2012"
"A question on a series $x_n=O(\frac{1}{n})$","2012"
"Measure zero and compact then content zero","2013"
"Is there a bijection from $(-\infty,\infty)$ to $[0,1]$?","2013"
"Intro to Proofs: Continuity","2014"
"What to do with $xe^x$?","2011"
"A real analysis problem on convergence","2015"
"Question on measure and absolute continuity","2013"
"Proof that this function is bounded","2013"
"Square-integrable functions, proofs of $L^2-norm$ properties","2013"
"Limit points and finding continous examples","2013"
"$\epsilon - \delta$ definition to prove that f is a continuous function.","2013"
"Counterexample or proof for partitioning a set of finite Lebesgue measure into two","2013"
"Let $T:\mathbb{R}^{p} \rightarrow \mathbb{R}$ linear and $K=\left \{ \overline{x}\in \mathbb{R}^{p}:||x||_{2}\leq1 \right \}$. Show that T(K)=[-M,M]","2013"
"convergence of a sequence of continuous nonnegative functions(TIFR GS 2014)","2013"
"$f$ satisfies $|f(x)-f(y)|\ge \frac{1}{2}\cdot|x-y|$ , is $f$ onto?","2013"
"Does the function $f(x)=x^{1/x}$ have any practical applications?","2016"
"How to argue range of a function using intermediate value theorem","2013"
"Uncountability of the set of binary sequences","2015"
"Limit Related Conceptual question","2014"
"What is the convergence of this series?","2014"
"characteristic function of the rationals","2011"
"Prove some facts about the space of continuous functions in the interval $[0,1]$","2015"
"Strong Counterexample to MVT on Q","2016"
"Need to simplify ratio test","2016"
"Every open set in $\mathbb{R}$ is $F_\sigma$ sets","2012"
"when a sequence is not cauchy does it mean that it is divergent?","2015"
"Necessary and Sufficient Conditions for Riemann Integrability","2013"
"Reducing the proof of Stone-Weierstrass theorem to $[0,1]$","2015"
"the choice of $\epsilon$-$\delta$ for uniform continuous derivatives","2015"
"Intersection of finite measure coverings of the rationals?","2014"
"Every measurable function is nearly continuous.","2016"
"Understanding Bolzano-Weierstrass","2016"
"Show that a certain integral involving a continuous and compactly supported function $f$ converges to a constant times $f(0)$","2016"
"The proof of Hahn Decomposition Theorem in Folland (real analysis)","2015"
"Proving a function is not Riemann integrable","2015"
"Determine whether $f'(1)= \lim \limits_{x \to 1}f'(x)$?","2015"
"$\mathscr{B}$ is a uniformly closed algebra","2015"
"Integrable step function that extends to infinity?","2013"
"Several Questions related to Convergence and Cauchy Sequences","2013"
"Need some help proving that $\{b_n\}$ converges to $l$","2011"
"Why $\bigcap_{n=1}^\infty ]0,e^{-n}[=\emptyset$?","2015"
"Maximum computation","2012"
"Real analysis question the continuity of infimum","2013"
"Real analysis: continuity of functions","2013"
"Is it right definition of divergence at a point?","2015"
"Regarding the basic topology Ex, 2.21 , 3rd edition of Principles of Mathematical Analysis by Rudin","2015"
"Proof that a continously differentiable, stable map is has an everywhere-invertible derivative matrix","2014"
"How to find a rational solution from an inequality involving rationals","2013"
"Using Rational numbers as the basis for the number line","2013"
"Why is the following true?","2013"
"A partition of the unit interval into uncountably many dense uncountable subsets","2013"
"real analysis true/false questions","2012"
"Epsilon-delta definition of limit on empty/singleton domain","2015"
"Do the finite subcovers of open coverings have to be open?","2015"
"On Uniform boundedness and proving Lipschitz condition","2012"
"Proving the harmonic series, multiplied by a factor of 1/n, decreases monotically to zero.","2014"
"Inequality used in the proof of Kolmogorov Strong Law of Large Numbers","2015"
"Bijective mapping from $N^+$ to the set of all rational numbers other than 0 satisfying certain condition.","2014"
"Injectivity and Surjectivity of the Exponential Function","2013"
"Questions about the normal vector field","2011"
"Show inequality","2013"
"Help show $\lim \limits_{R\to \infty} \frac{1}{{2R}}\int_{-R}^R {\left[ \sum \limits_{n=0}^\infty\frac{{\cos\sqrt n x}}{{1+{n^2}}} \right]dx} =1$","2015"
"Help with $\mathop {\lim }\limits_{a \to {0^ + }} a\int_0^1 {{x^{a - 1}}f\left( x \right)dx} = f\left( 0 \right)$","2015"
"Reverse of L'Hospital's rule","2015"
"(real analysis) Folland's proof of the Hahn Decomposition. (negative part proof)","2015"
"Show f(x):=sqrt(x) is uniformly continuous on [0,1]","2014"
"Estimation for a polynomial of degree less than $k$.","2015"
"Tangent plane to $f(x,y)=x^2ye^{1-xy}$","2014"
"Nested Interval Theorem","2014"
"Equivalence statement of Ratio Test","2012"
"When is this rational fraction bounded?","2013"
"Find a series of continuous functions whose sum is discontinuous at a point","2015"
"A number field from the series for $e$","2014"
"Claim in Rudin 3.36","2014"
"Proof of Nested Interval Theorem: insufficient","2013"
"Regularly varying function represented with a slowly varying function","2015"
"A basic question on Riemann Integration and Upper sum","2013"
"real analysis derivatives and continuity","2013"
"Convex implies not subadditive","2014"
"Application of Jensen's inequality in a proof","2014"
"$ |f''(x)+2xf'(x)+(x^2+1)f(x)|\leq1 $ for all $x$. Prove $ \lim_{x\rightarrow\infty }f(x)=0$","2015"
"Do positive almost periodic functions whose mean values converge to 0 also converge to 0","2014"
"Show that there exists $c \in (a,b)$","2016"
"Suppose $x, y, ε ∈ R$ and $ε > 0$. Prove that if $|x| + |y| < ε$ then $|x − y| < \epsilon$.","2016"
"On the common zeros of $1-x\tan{x}$ and $1-\frac1x \arctan{\frac1x}$","2015"
"prove that $\displaystyle \lim_{t \to a} g_1(t)f_1(t) + g_2(t)f_2(t) = \lim_{t \to a}(g_1(t)+g_2(t))f_1(t)$","2015"
"Finding a convex function dominated (point wise) by a given positive function on (0,1)","2015"
"convergence proof without finding 'N'","2015"
"If $\int_0^{x/3} f(t)dt =\int_0^xf(t)dt$, prove $f$ is identically $0$","2015"
"Limit of a sum by integral","2014"
"What is uniform integrability?","2015"
"Proving that a set is open and dense.","2015"
"What's going on at f(0)?","2013"
"Where did i go wrong in my argument proving mean value theorem for functions with domain $\mathbb{C}$?","2013"
"Example of uniform convergence","2014"
"Find a $C^\infty$ diffeomorphism from $\mathbb{R}^2$ onto $U$.","2016"
"Largest value of an unknown function evaluated at a particular x value","2015"
"Uniform convergence defined recursively","2015"
"Why the following function converges?","2014"
"Prove a real-valued function is monotonic if it is continuous on an open interval and has no local extremes","2014"
"Sequence of Cauchy","2015"
"Questions about Lipschitz function","2013"
"Exercise 3.9 in rudin's real and complex analysis","2015"
"Cauchy-Schwarz application","2011"
"Special subset of an Euclidean space","2011"
"the intermediate value theorem and the commutative composite of functions","2015"
"does this real sequence of integrals converge?","2015"
"Prove that there is a $c \in [a,b]$ such that $f(c)=0$","2013"
"show that $f$, given by $[f(x)]^2 = 2 \int_0^x f$, is differentiable","2013"
"Closed subspace of continuous functions","2013"
"The limit of periodic function sequence is periodic","2016"
"convexity in real analysis","2016"
"Bounded and compact sets using Heine-Borel, distance to a set","2013"
"Why can we work with $[0,1]$ instead of $\mathbb{R}$?","2014"
"Baire theorem in function of two variables","2016"
"Limits and deleted neighborhood","2014"
"Showing a sequence is convergent using the $\epsilon$-$N$ definition","2012"
"Show that $|ln(1+x) - [ x - (x^2)/2 + (x^3)/3 +...+ (-1)^{n-1}((x^n)/n)] | < x^{n+1}/(n+1) $","2014"
"Does every function whose curve is rectifiable have to be piecewise smooth?","2011"
"Monotone divergent function diverges to infinity","2013"
"Problem with an Hessian matrix having a vectorial function","2015"
"Suppose $f(0)=0$, $f^{\prime}(0)$ exists, and $f$ is positive on $\mathbb{R}_+$. Prove $\int_0^b\frac{dx}{f(x)}$ diverges, where $b>0$ is arbitrary.","2016"
"Are Compact Intervals also Compact Sets?","2016"
"Function not satisfying the mean value theorem","2015"
"Find the fundamental period of $f(x)$","2015"
"To find maximum possible value of this integral","2015"
"Show that $(x_n)$ is decreasing","2015"
"Proving One Sum is Greater Than Another","2016"
"A finitely additive measure is measure if and only if continuous from below","2015"
"Show that $\frac{f(2t)}{\sin t}\in\mathcal R^1[-\pi,\pi]$ when $f(t), f(t)/t\in\mathcal R^1[-\pi,\pi]$","2016"
"Is the minimum of two measurable functions measurable?","2016"
"Convergence of $\sum_{n=1}^{\infty} a_n$ given $\{ na_n\}$ is bounded","2016"
"compute $\lim_{t\to \infty }t^{(x+1)}e^{-t}$","2015"
"Hölder continuity for exponent > 1","2011"
"Simple Proof about Sequences and Unbounded Functions","2011"
"Prove that ...$\sqrt[c]{\sqrt[c]{\sqrt[c]{\cdots}}}$ converges.","2016"
"Archimedean property concept","2013"
"$C^\infty$ Urysohn lemma","2016"
"Need clarification on the meaning of an algebraic term","2014"
"Bounded, closed $\implies$ compact","2015"
"Completeness Axiom Proof","2015"
"The derivative of $(\sin(x) - 1)^{\cos(x) + 1} + (\sin(x) + 1 )^{1 - \cos(x)}$?","2014"
"Real analysis Limit of Functions","2014"
"Let $\{a_0,a_1,\dots\}$ be a sequence of real numbers and for any $k\geq1$, let $s_n=\sum^n_{k=0} a_{2k}$,","2015"
"$K$ is compact iff every infinite subset $E$ of $K$ has a limit point in $K$","2015"
"What does it mean for two numbers to be $\epsilon-$close?","2014"
"About Vitali Convergence Theorem and Uniform Integrability","2015"
"The domain of $x^x$?","2015"
"Is $(1,2)$ dense in $\mathbb{R}$?","2016"
"term by term differentiation of $\sum_{n \geq 1} \arctan \frac {x} {n^2}$","2013"
"Is such a function measurable?","2014"
"proof rationals are dense, need help understanding","2014"
"Showing $f\in L^\infty$ in a finite measure space","2014"
"Prove that for every $x \in[0,1]$, there exists $c\in[0,1]$ such that $f(c)=1-f(x)$","2013"
"A real analysis problem","2013"
"If $f: \mathbb{R} \rightarrow \mathbb{R}$ is a differentiable function, $f(0)=0$ and $f' = f^2$, then $f = 0$.","2015"
"Show that $A^\circ$ is open","2016"
"Uniform convergence (similar to Dini's theorem, but different)","2015"
"limit value of $ e^{-1/x} =0$ , want to know why this is true","2013"
"show existence of the limit value of some function","2013"
"Closed with respect to norm in normed spaces","2013"
"Finding a closed subset in $\mathbb{R}^2$ such that its image is not closed in $\mathbb{R}$","2014"
"Determining whether or not a set $S$ is Lebesgue measurable","2013"
"Is there any function $f: \mathbb{R}^2 \to \mathbb{R}^2$ which is $C^1$ and has an invertible derivative matrix at all points, but is not 1-1?","2013"
"Question about proof of the existence of square roots","2014"
"bounded * o = 0 , limited point prove","2013"
"parentheses vs brackets for indexed family of sets","2016"
"Is there a formula to figure this out?","2013"
"A Problem about the Differentiability and Directional Derivative","2013"
"Proof that every odd polynomial has a real root - NOT a duplicate","2014"
"Alternative proof of IVT (I've nearly done it, one step I can't write down properly but is fine)","2014"
"Closure of a set proof","2015"
"An example of a continuous function $f:\mathbb{R}\to\mathbb{R}$ whose graph is a rectifiable curve, and which is not piecewise smooth","2011"
"What does $f(x) = \infty $ mean?","2016"
"convergence of this series $a_{n}=\frac{1}{n}+\frac{1}{n+1}+....+\frac{1}{2n}$??","2014"
"How to achieve uniform boundedness without functional analysis?","2015"
"Does Darboux property imply strong Darboux property?","2015"
"How to show $\gamma$ aka Euler's constant is convergent?","2013"
"Problem to show surjectivity in general","2015"
"Easy Riemann integral question","2014"
"Give an example of an equicontinuous sequence of differentiable functions $f_n:[0,1]\to \mathbb{R}$ that is not uniformly bounded","2014"
"On an equality of $x \bmod 1$","2013"
"Uniform continuity of $C^1((a,b))$ and $C((a,b))$?","2011"
"Suppose $(f_n)$ is an equcontinuous sequence in $C^0$ and $p \in [a,b]$ is given.","2014"
"Prove $\|g(x)\|<M$","2015"
"Integral versus total variation","2011"
"Show that a limit of a sequence is unique","2014"
"Is it possible to list $\mathbb{Q}$ so that the result set to be a monotonic sequence?","2014"
"Is the countable union of disjoint compact sets compact?","2015"
"Convergence of a sequence given that of certain subsequences","2014"
"Convergence of $\lbrace \sin( \frac{1}{n}) \rbrace $","2015"
"If $f\colon (0,1)\to(0,1)$ is surjective, is there necessarily an ordered (incr. or decr.) subsequence $\{x_i\}$ in the domain st $f(x_i)\to1$?","2014"
"Let $f:[0,\infty)\rightarrow \mathbb R$ be a function having following properties","2014"
"Basic analysis question on uncountable sets","2014"
"How Euler get $\sum_{k=1}^\infty \frac{1}{k^2}=\frac{\pi^2}{6}$.","2015"
"About Fatou's lemma and Egorov's theorem","2015"
"Suppose $f:\mathbb{R} \to \mathbb{R}$ is differentiable and $f'(x) \geq c > 0, \forall x.$ Then $f(\mathbb{R}) =\mathbb{R} \ $","2015"
"Infinitely differentiable functions: how to prove that $e^\frac{1}{x^2-1}$ has derivative of any order?","2013"
"Can the following proof concerning irrationality of square roots be improved?","2013"
"If $0<c<1$, then show $0<c^2<c<1$.","2013"
"If $a>0$, $b>0$ and $n\in \mathbb{N}$, show that $a<b$ if and only if $a^n<b^n$.","2013"
"Cantor Function (Abbott's Defintion)","2014"
"boundedness theorem question","2014"
"A set in the reals with a supremum and infimum","2015"
"Proof using the definition of the limit.","2015"
"How to show whether a set in a normed vector space is compact or not?","2014"
"Absolute continuity and sets of measure 0","2011"
"Surjective Functions","2016"
"What can discontinuities for a function $f:{\mathbb R}\to{\mathbb R}$ be?","2011"
"For every real number $a$ there exists a sequence $r_n$ of rational numbers such that $r_n$ approaches $a$.","2012"
"Absolute value of Lebesgue integrable function","2012"
"$f(x)=x$ if $x$ is rational , $f(x)=1-x$ if $x$ is irrational, at what point this function is continuous?","2014"
"In $C[0,1]$ prove that the subset of Lipschitz functions is dense","2012"
"How I can prove this? (fixed points of $f(x)=(x^3+1)/3$)","2012"
"Show if f is continuous and differentiable","2015"
"Real Analysis and Integration","2015"
"Proving that a vector-valued function is differentiable","2015"
"Proving discontinuity - almost there again","2014"
"Concept of Cauchy sequence","2015"
"Determine if $f_n(x) = n^2x(1-x^2)^n$ converges uniformly on $E=[0,1]$.","2015"
"confused with the definition of the limit point","2013"
"Proof of L'Hopital's rule","2016"
"showing a function is a measure","2015"
"Is the extension of a countbly-additive measure the continuum?","2013"
"Continuity of a particular scalar field","2014"
"For real numbers $x>1,y>1$, define $P,Q$ as $P= \ln \sqrt {xy},Q= \sqrt {\ln x \ln y}$.","2013"
"Proving limits using $\varepsilon$ - $\delta$ definition","2013"
"How do I prove that $f_n\to f$ in $L^p$?","2016"
"Rudin's Proof for Field Axiom 5 in definition of the reals","2014"
"Proving completeness of the real number line.","2013"
"show that $\{x_n\}$ is a cauchy sequence","2016"
"More Continuity True and False","2013"
"Upper Bound vs. Least Upper Bound","2013"
"Analysis differentiability question","2014"
"checking countable additivity for a probability measure","2015"
"A question about the relationship betwen $\limsup$ and $\liminf$","2015"
"If $\int_a^b \left |{f^{\prime}}\right |=V\left. [ a,b \right ]$, $f$ of bounded variation, then $f $ absolutely continuous.","2013"
"What is the meaning of $f_{n}(t) = f(nt)$?","2015"
"Min and max of a two variables function","2015"
"Show the inverse of a closed and continuous function is also closed - please help","2015"
"Limit of $\{a_n ^r\}$ when $\{a_n\} →\alpha$?","2012"
"Generating a $\sigma$-algebra from a $\sigma$-ring","2012"
"Level of detail in real analysis proofs?","2014"
"Prove that function has only one maximum","2016"
"What is a basis for $L^2(\Bbb R)$ ? ($\Bbb R$ is the real field)","2013"
"Field bigger than $\mathbb{R}$","2011"
"Class of the derivative of a bilinear map","2016"
"a question about the Dominated convergence theorem","2011"
"Hölder condition for different exponent","2011"
"Convergence of sequence of functions","2011"
"Give an example of a sequence of functions","2011"
"Is weak Lebesgue $L^{1,\infty}$ really not a Banach space?","2013"
"E can be covered by a countable subset?","2012"
"How to show that $\mathbb{Q}$ is not $G_\delta$","2011"
"Contrapositive of a statement","2014"
"Why is multiplication axiomatized?","2014"
"Continuous bounded function with specific properties","2014"
"Finding a metric for special open ball around $(0,0)$","2014"
"""converging to a range of numbers""","2012"
"A bijection from $D$ to a subset of $\mathbb Q$","2016"
"Finding the limit of this recursive sequence","2014"
"Divergence theorem to calculate the flux","2015"
"What does ""all but"" means? Rudin 3.2","2015"
"Stokes theorem to get $\oint \vec{F}d\vec{R}$","2015"
"$l^{p}(\mathbb{N})$ is a Banach Space","2011"
"Prove $f(x)>\lambda$","2015"
"Polynomials of Continuous Bijective Functions Dense in C([a,b])","2015"
"Verifying that Lipschitz functions carry measure 0 sets to measure 0 sets","2012"
"Tricks to Intuitively See Uniform Continuity","2012"
"Is $\bigcup_{k=1}^\infty \left(\frac{1}{k},1\right)$ a countable union? Is it closed?","2013"
"Convergence of a series of double sequence of functions","2015"
"The Cantor function is surjective and continuous","2011"
"Is it obvious that $q = \frac{2p+2}{p+2} > p$, how does one easily show $q > p$?","2016"
"Strictly monotone norms","2015"
"Let $f$ be smooth with $f,f' \in C_0(\mathbb{R}) \cap L^1(\mathbb{R})$. Do the difference quotients converge in $L^1$?","2013"
"Creating a question that use the $\epsilon$-$\delta$ definition to prove that $f$ is a continuous function","2013"
"What does$ [0,1]\times [0,1)$ represent in $\mathbb R^2$?","2016"
"Prove that if $f$ is differentiable in $\mathbb{R}^n$ then it is continuous.","2014"
"What's the fastest way to tell if a function is uniformly continuous or not?","2013"
"Notation question ㄴxㄴ(mirror image) and (mirror image) ㄱxㄱ","2013"
"Monotone function","2013"
"Is $f (D)$ necessarily an interval in $\mathbb{R}$?","2012"
"Proving $\sup X=-\inf(-X)$","2014"
"In the linked question, where did they come up with $y = x + \frac{\delta}{2}$","2015"
"Even degree polynomial.","2015"
"Is there a real function such that the difference of its values at distinct points is bounded from below?","2015"
"How to reconcile the existence of the least upper bound?","2015"
"Prove that the integral of logarithm of certain function goes to infinity","2015"
"Show $f''(0)=0$ if $f(x_n)=0$ for $x_n \to 0$","2016"
"A problem about  uniform convergence","2011"
"Subsequence of a convergent sequence that doesn't converge","2015"
"A continuous and at least zero lower derivative function is increasing.","2013"
"Given $f(z)=\sum c_nz^n$ what does it mean to express the sum of the odd and even in terms of $f$","2016"
"Let $f \in AC[0,1],f(0)=0 $. Show that $\int_0^1 \lvert f(x)f'(x)\rvert\,dx \leq \int_0^1\lvert f'(x)\rvert^2 \, dx$","2016"
"A problem related to intermediate value property of continuous function.","2012"
"true or false questions on functions","2012"
"Prove each of the following conditions is sufficient to ensure that $f(x+y)≤f(x)+f(y)$","2016"
"Stronger version of the dominated convergence theorem","2015"
"Proving infinums and supremums sets of real numbers","2011"
"a problem about minimum value","2013"
"Simple Metric Space Question","2012"
"The miraculous identity?","2011"
"If $f $ is right continuous at $c $, can I claim that $|sup _{x \in [c,x _i ]} f(x) -inf_{x \in [c,x _i ]}f(x)|<\epsilon $?","2014"
"Differentiable and Continuous functions on [0,1] with 'weird' conditions.","2013"
"Minkowski's integral inequality in case $0<p<1$","2013"
"how to prove, $f$ is onto if $f$ is continuous and satisfying $|f(x) - f(y)| ≥ |x - y|$ for all $x,y$ in $\mathbb{R}$","2012"
"Intervals over which a sequence of functions converges uniformly","2013"
"Rolle's theorem problem","2015"
"Show limit is meaningless","2016"
"Uniform convergence of a sequence of increasing real functions","2012"
"Show that a continuous function with a certain integral property must be f(x)=x.","2013"
"Prove that $f:(a, b) \to \mathbb R$ has at most countably many simple discontinuities","2013"
"Continuous derivative?","2013"
"Composition of non-differentiable functions","2012"
"Exam Question on Real Analysis","2014"
"easy question about contraction maps","2014"
"Uniqueness of Lebesgue integrable functions of two variables defined by integration properties.","2012"
"find the domain of this function null set","2016"
"Find the domain of the function, inverse trigonometric function","2016"
"Prove $f(x)$ is integrable if $g(x)$ and ...","2016"
"Limit distributes over addition re: improper integrals","2015"
"If $F(x)=\int_0^x\sqrt{(1-t^2)(2-t^2)}dt$. find $F'(x) \text{ and } F''(x)$","2015"
"prove that $\log x = \sum^{\infty}_{n=1} \frac{(-1)^{n+1}}{n} (x-1)^n$","2016"
"Does $a_{n+1} = \frac{4}{a_{n}} + \frac{a_{n}}{2}$ converge?","2013"
"Find the interior, accumulation points, closure, and boundary of the set","2012"
"Uniform convergence of integral when integrand converges pointwise","2012"
"union of two simply connected open , with open and non empty intersection in $R^2$","2012"
"Using Green's Theorem","2013"
"show sequence $n^2+1$ diverges","2016"
"The series $\sum \frac{1}{n_k}$ where $n_k$ are the natural numbers with no $6$ in their decimal expansion is convergent.","2013"
"Bijections between $(0,1)^{r}$ and $ℂ^{r}$","2013"
"series' convergence","2014"
"Show that unifomrly continuous function of half closed interval have limit.","2014"
"Does a function and its Hilbert transform have the same behaviour?","2011"
"find the limit of (f(x) - f(-x)) /x when x goes to zero","2013"
"What does it mean to vanish at infinity faster than any power of $|x|$?","2016"
"For what values of $k$ is the function uniformly convergent?","2015"
"Proving convergent sequence","2015"
"A question on the level set of real analytic functions","2015"
"$\Gamma$ function is continuous on $]0,\infty [$","2015"
"On the existence of a weight function making sequence of integration preserving limit","2013"
"Where is the following piecewise function continuous and differentiable?","2015"
"convex functions and geometic mean","2015"
"If $f\in L[0,2\pi]$ and $\sum_{k\in \mathbb{Z}}|\bar{f}|^{2}<\infty$, then $f\in L^{2}[0,2\pi]$","2014"
"If a function is integrable over the whole space, then is it zero except on a set of finite measure?","2013"
"Showing a neighborhood is a surface","2013"
"Prove $\frac{d \ln(y)}{d \ln(x)} = \frac{dy}{dx} \frac{x}{y}$ using limits","2013"
"Query regarding Theorem 1.21 in Baby Rudin","2014"
"Example on Proving a Recursively Defined Sequence is Convergent.","2014"
"Analysis question on whether a bounded sequence satifying $x_n - x_{n-1}\rightarrow 0$ converges.","2014"
"Sufficient Condition for $\lim_{n\rightarrow \infty} \frac{a_n}{b_n}=1$","2014"
"Points of differentiability of a function","2012"
"Concrete example of the Inverse Function Theorem","2013"
"Concrete Example of the Contraction Principle","2013"
"In how many ways can a sequence not converge?","2013"
"making a metric space for special open ball","2014"
"Suppose for all positive integers $n$, $|x_n-y_n|< \frac{1}{n}$ Prove that $(x_n)$ is also Cauchy.","2013"
"Prove that there exists $c \in [a,b]$ such that $f(c)=0$","2016"
"What conditions on a function's derivative will satisfy given conditions?","2016"
"How to describe sequences that converge very slowly","2014"
"Generalization of the discriminant of a quadratic to check that a polynomial has no real roots?","2015"
"Show that a sequence is increasing or decreasing?","2015"
"Limit Proof Help","2012"
"Relation between function of B.V and A.C. function?","2015"
"Prove that if $\sum a_n$ converges, and if $(b_n)$ is monotonic and bounded, then $\sum a_n b_n$ converges","2013"
"how to show integral is continuous","2014"
"Addition inequalities with lim sup and lim inf","2013"
"How to show Cantor Lebesgue function is not absolutely continuous?","2014"
"How to show that $\mathbb{R}^N$ is a complete metric space","2014"
"Boundedness implying compactness","2011"
"Let E = $\{x\in \mathbb{Q}: x>0$ and $x^2 <2\}$. Prove E does not have a largest element.","2013"
"Union of nested monotone classes...","2013"
"Monotonicity in Borel’s theorem","2012"
"Characterization of total variation of a complex measure","2014"
"($n-1$) dimensional face $E $ of a $n$- dimensional interval is a set of measure zero.","2013"
"Difference of Borel set and non-Borel set","2013"
"if the sequence is finite, then if it converges to some real number that will be in the set..","2012"
"Suprema proof: prove $\sup(f+g) \le \sup f + \sup g$","2012"
"$\int_{0}^{\infty}f(x) dx=\lim_{n\to\infty}\int_{0}^{\infty} f_n(x) dx$?","2013"
"radius of convergence of $\sum_{k=0}^{\infty} (2+(-1)^k)^kx^{2k}$","2016"
"if derivative is zero, then function is constant","2015"
"How many solutions has $x^\alpha =\ln x$?","2013"
"Find a differentiable $f$ such that $f'$ is not continuous.","2013"
"If $f'$ is differentiable at $a$ then $f'$ is continuous at $(a-\delta,a+\delta)$","2013"
"Ternary expansion and Cantor set","2015"
"Limits at negative infinity","2013"
"Intersection of convex subsets","2013"
"could any one tell me how to calculate the following limit?","2013"
"If $f \colon [-1,1] \to \mathbb R$ satisfies $\vert f'' \vert \le k$ then $\vert f \vert \le \frac{k}{2}$","2012"
"Bijection between measurable sets","2014"
"Show that $\sup \{\frac{1}{n}-\frac{1}{m} \}=1$ where $m, n$ natural.","2015"
"Help show $\lim \limits_{p \to \infty }\frac{{\int_0^1 {|f{|^{p+1}}dx} }}{{\int_0^1 {|f{|^p}dx} }}$ if $f \in {L^\infty }[0,1]$","2015"
"Characterization of $\mathbb{Q}$","2012"
"Prove that the closure of the set $T(A)$ is a compact subset of $C[a,b]$","2014"
"Constructing $\mathbb R$","2011"
"Help with a DCT problem","2015"
"Uniform convergence of subsequences implying uniform convergence","2012"
"Is the $ L^1$ norm continuous in the following sense?","2014"
"How to find this frequency?","2014"
"Test for convergence:","2016"
"If $f(t)$ is of class $ C^1$ then $ \frac{f(t)}{\sin(t)}$ is also $ C^1$?","2014"
"Weak differentiability and continuity in one dimension","2014"
"Proof Using the Heine-Borel Theorem","2014"
"Using mean value theorem to show that $\sin x\lt x$","2014"
"Show $f:\mathbb{R}^3 \to \mathbb{R}$ is continuous","2015"
"$a_n= \int_{-\pi}^{\pi} f(t) \sin(nt) \mathrm dt \implies \sum n^2|a_n|^2$ is convergent","2015"
"Interchange of evaluation in double partial differentiation","2012"
"essential supremum of measurable space X","2014"
"finite limite of integral in real analysis","2015"
"$\epsilon $ $\delta$ proof of geometric series $x$<1","2016"
"Show that $\lim_{a\to{0}}\frac{{\pi}a\ \coth{\mathrm{{\pi}a}-1}}{2a^2}=\frac{\pi^2}{6}$","2013"
"Show that the maximum of f on the unit sphere is a real eigenvalue of A","2013"
"Show that $(1+\frac{x}{n})^n \rightarrow e^x$ uniformly on any bounded interval of the real line.","2016"
"Triangle inequality and the square root of a metric space","2015"
"Real analysis - proof approach help","2015"
"Schwartz Class Functions on Integers","2013"
"Comparison of a function with its derivative","2015"
